,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
2156244701966673186,2156244701966673186,-7217198366041991957,4629488036162962359,-5628897645967553681,3998743085432844199,7851022564818849560
2229625391864201918,2229625391864201918,1768976290984301641,3739926497176994524,-7423191370472335463,464601875539492971,-8043889175123948305
2259988589066296676,2259988589066296676,5293701842202310496,6015995473246774717,6941466664989793964,1797761064772338938,3273084325487543386
2262656830196923781,2262656830196923781,90383487344892230,-5848755753905481990,7202701636941380671,4164212115654350513,6852597772196653540
2267321579404324900,2267321579404324900,-2447632164766022033,-7492067511846042603,-2271000159302779222,4039031731864440026,-5380376324140474506
2277184202014276839,2277184202014276839,-5813211845057621660,1873952032843878490,-7113155163062752691,-1492574794514500033,6947862790919978120
2280365999288629014,2280365999288629014,5087084654882097891,-9192549002213406534,-6843047699859121724,-7646922141533719881,-1492574794514500033
2285214528595997209,2285214528595997209,-348408475077850711,3205047378909988692,-1199490911632553070,-3302834510061927448,-3351656282247453586
2321412363020240814,2321412363020240814,-5952729859839521828,-7264217791213422584,-4509487968959834430,8586403905004879205,1738052593226421681
2362495898257544462,2362495898257544462,-4487024160266973763,4164212115654350513,6852597772196653540,-4089455027188314262,6620060201676471218
2372438485070148864,2372438485070148864,-1573329182923097618,372531153711028286,-548976469460064550,-1999468346928419252,7065704533945771463
2417383163258637695,2417383163258637695,5336562616168017846,2543311963908571128,2708089973817733462,3598164602856140626,-3552937095886146934
2468005329717107277,2468005329717107277,5258604889412591249,-9033211547111606164,-4944551138301474550,3064370296170038610,2589533162305407436
2495913984359439198,2495913984359439198,4300652811307550975,1796618361228441836,-1995591062742965408,-6592496241044177853,7534917347133949300
2508620055362300376,2508620055362300376,1567984561327445971,-6590819806697898649,-1995591062742965408,5424502143558028097,-7518373517401484139
2543311963908571128,2543311963908571128,7202701636941380671,5336562616168017846,-7518373517401484139,4164212115654350513,-6654470039478316910
2555983212310147009,2555983212310147009,3306277069425849869,-1291869519847635026,667643281369196267,2372438485070148864,-7387185690512762935
2581138407738454418,2581138407738454418,8729086959762650511,-6156751702010469220,7429409096643373334,8526042588044002101,-1981734999963962468
2589533162305407436,2589533162305407436,-3351652027149912881,5258604889412591249,-9033211547111606164,-4944551138301474550,2468005329717107277
2601622077116449484,2601622077116449484,-8189315446782327370,-2855910583928922225,-1313614305945895108,-3275688295651945765,-330801551666885085
2602221055863892168,2602221055863892168,-271938775771328391,-3102652803014865472,-3959242148361340089,-4625438649010928449,-5011709367955107239
2607211459879791691,2607211459879791691,4195778828921942020,-2808969983997441543,-9019233957195913605,-3058031327323357308,-7342604649736473979
2625883933130361261,2625883933130361261,7395435905985567130,3269302169678465882,-5253644367331262405,430255078684584595,-377975173223377441
2633209697262372913,2633209697262372913,1649752043999819668,-5039153034159656707,-8950763842769120954,-3170783292462058942,-7623502978685822577
2645380860642118790,2645380860642118790,-2554512494756911972,1415230502586719648,-4037032837327175755,-8369610219380465981,5018472516978866574
2687654465640040976,2687654465640040976,-5507019982244746725,5787934590133549357,-2030742781169834114,-7566966163569468290,-2808969983997441543
2708089973817733462,2708089973817733462,-1111518890369033396,-4754223659064624252,-4798431998955209742,3142843830268077617,-5148591903395022444
2709926970543371965,2709926970543371965,-7660505434580831027,5530820581773167955,3170775058142440102,5302085907556673015,-5848514031542611523
2715453133655798791,2715453133655798791,-7169261479876586557,-1444481301861872291,4629488036162962359,5045927063019110283,-8992201526199201450
2719909253419802298,2719909253419802298,400125073514833994,-1297580205670251233,1854874463930846880,7851022564818849560,-4278025512576376201
2725842723638001955,2725842723638001955,-1634742667970363668,2262656830196923781,4164212115654350513,90383487344892230,667643281369196267
2727743992157210358,2727743992157210358,-1313614305945895108,-330801551666885085,-3027055440570405664,-8189315446782327370,-799315203186826480
2765063319512128208,2765063319512128208,-3027055440570405664,-2855910583928922225,-330801551666885085,-1313614305945895108,-799315203186826480
2809702925357288303,2809702925357288303,-6273159470243757969,-9033211547111606164,8847604225354271039,-5363263367015469934,-4944551138301474550
2817960273225808857,2817960273225808857,1348739322889189648,4184543400419595673,5533752987392101383,-1038011342017850,-5198756378866433953
2822049545552366036,2822049545552366036,3779639438468810958,6519443272707698315,7395435905985567130,-7463305179076477879,4139191914110236238
2857117417189640073,2857117417189640073,2822049545552366036,-5515204090203464377,4139191914110236238,-7463305179076477879,4911701623098526999
2858969450431709251,2858969450431709251,-5756697018315640725,3320201327008235211,-9033211547111606164,-5363263367015469934,-3027055440570405664
2916072977192006313,2916072977192006313,-8900113512825364282,2625883933130361261,-3285397592982852407,-8813724423497152538,3269302169678465882
2930191803881821526,2930191803881821526,-5920475612630001479,-7826213337362450520,6947862790919978120,667643281369196267,5847042211895226591
2952636544547704346,2952636544547704346,5238119115012015307,-3900870368325485697,4139191914110236238,-5154395767417065070,-1654063646246197191
3035329611795434601,3035329611795434601,-8800029253812071912,-5756697018315640725,-3161714324304758767,-6727357771678896471,-1313614305945895108
3064370296170038610,3064370296170038610,2468005329717107277,5258604889412591249,-4944551138301474550,-4460374799273064357,279771472506428952
3075564241645350154,3075564241645350154,3269302169678465882,2625883933130361261,-1622037268576555626,2916072977192006313,-2683134512107439488
3091351089612339864,3091351089612339864,-1572252285162838958,8477804012624580461,3660989387512978561,-14569272361926584,428486625959995206
3099207916247126790,3099207916247126790,-2447632164766022033,-548976469460064550,3075564241645350154,-4625438649010928449,-2683134512107439488
3142843830268077617,3142843830268077617,4165127518659426948,-8606063418076691067,5336562616168017846,6521856301289868251,-4831310174172854034
3149164017776669829,3149164017776669829,4911701623098526999,4139191914110236238,-3750879736572068916,7606744605433799135,2916072977192006313
3170775058142440102,3170775058142440102,3472032465864014134,4061646345741687197,6031953227014493100,6643427232964983922,2709926970543371965
3180828616327439381,3180828616327439381,-9019582414165805420,-8370744479086515302,6642437212220341339,-8813724423497152538,-6820241302436968068
3205047378909988692,3205047378909988692,6521856301289868251,-3552937095886146934,3142843830268077617,4165127518659426948,5336562616168017846
3262705634545542432,3262705634545542432,7202701636941380671,90383487344892230,2543311963908571128,2262656830196923781,-5850390492300666299
3268064929368559554,3268064929368559554,-3338916066794638254,7612428320594238723,6644171916702621557,7544768317373280661,3689128258624052102
3269302169678465882,3269302169678465882,2625883933130361261,7395435905985567130,-5253644367331262405,5092635400707338872,1415230502586719648
3273084325487543386,3273084325487543386,-5684357871122991503,4785499183287168509,5293701842202310496,1768072794787289517,1436883058900979473
3294074907209583622,3294074907209583622,6678691743269420670,-3662111110237135231,-6727357771678896471,-6467708104873171151,-4037032837327175755
3301147467076954944,3301147467076954944,-7986975759046428357,8835339470389644264,7534917347133949300,-3700095596785790870,-3552937095886146934
3306277069425849869,3306277069425849869,-5255285107284514595,3779639438468810958,7395435905985567130,-5515204090203464377,-7399665664688732365
3320201327008235211,3320201327008235211,4118743389464105405,-1114438937697017987,7395435905985567130,-4765711818183276269,-6727357771678896471
3322348437880079228,3322348437880079228,-5756697018315640725,-2855910583928922225,-3027055440570405664,-4974757204495953627,-1313614305945895108
3367026768872537336,3367026768872537336,-2271000159302779222,1031060816592502094,-8954346068661072425,-1291869519847635026,1060159005880386235
3382511589554885024,3382511589554885024,7277161137091492767,2625883933130361261,7395435905985567130,7620697593009487898,-7399665664688732365
3467834993860080188,3467834993860080188,-6400214860728938634,-6772940823843058601,-8511291357261863413,-3058031327323357308,7507067965574797372
3472032465864014134,3472032465864014134,3998743085432844199,-7217198366041991957,2156244701966673186,-5628897645967553681,3170775058142440102
3495098006178009360,3495098006178009360,1031060816592502094,-8954346068661072425,-4027027091658759481,8912004903894879756,-9192549002213406534
3569727790804487273,3569727790804487273,8912004903894879756,8589361101754366293,-4027027091658759481,-2034054811536485879,-8657415528200615063
3579921471626387620,3579921471626387620,4383035933260676803,1024145536490998555,4716135688735489427,-1730766821655383888,7181581805250416928
3598164602856140626,3598164602856140626,6521856301289868251,2543311963908571128,5336562616168017846,4165127518659426948,-2828628091730682303
3608243634452078989,3608243634452078989,-2747266787901704910,-42126282997118624,-6457517220721978,-5636731245639685654,-6840859460575237450
3611701510490148233,3611701510490148233,2916072977192006313,4139191914110236238,2625883933130361261,6152652267138213180,-1730766821655383888
3616722904601574426,3616722904601574426,-4145260601063545880,-6872546942144599345,-7169261479876586557,-6340141548068597572,-2740396993975951758
3660989387512978561,3660989387512978561,-1572252285162838958,3091351089612339864,8477804012624580461,-14569272361926584,569574447134368517
3689128258624052102,3689128258624052102,7612428320594238723,3268064929368559554,-3338916066794638254,2103268612948910635,5045927063019110283
3716124214746295857,3716124214746295857,-3348652277274905234,-8948234514303933700,911037455259135591,4045164454094417310,-2034054811536485879
3739926497176994524,3739926497176994524,464601875539492971,5849490334294127641,6620060201676471218,2229625391864201918,-8949113594875411859
3779434447835779494,3779434447835779494,-4205346868684833897,-7399665664688732365,1318981494172475806,7395435905985567130,-7331393944609614247
3779639438468810958,3779639438468810958,5533752987392101383,4139191914110236238,2822049545552366036,-3161714324304758767,7395435905985567130
3818189513627822856,3818189513627822856,-4027027091658759481,-2034054811536485879,8589361101754366293,8912004903894879756,5088013394045185972
3825866166263569974,3825866166263569974,-8369610219380465981,-1622037268576555626,-5198756378866433953,-2554512494756911972,5533752987392101383
3881851296308711302,3881851296308711302,1567984561327445971,1796618361228441836,2508620055362300376,8749720044741011597,1768976290984301641
3906974906788964502,3906974906788964502,5484061377044071389,-9028990334396397584,-8258529658421542282,-2479936301516183562,3205047378909988692
3998743085432844199,3998743085432844199,-7217198366041991957,3472032465864014134,4629488036162962359,2156244701966673186,4716135688735489427
4039031731864440026,4039031731864440026,-9192549002213406534,-6654470039478316910,2267321579404324900,-4084394822880420062,5847042211895226591
4045164454094417310,4045164454094417310,911037455259135591,-3348652277274905234,1577045425286888616,-8948234514303933700,3716124214746295857
4061646345741687197,4061646345741687197,6426224004219108539,-1022885988494278200,3170775058142440102,2156244701966673186,2103268612948910635
4069333494579100211,4069333494579100211,-3363563881552061188,-6603351162010419903,7255021292858609470,-8043889175123948305,4815632823882298534
4084131344684656470,4084131344684656470,-8467102776052559275,-1995591062742965408,7534917347133949300,5424502143558028097,-8511291357261863413
4102576381061107965,4102576381061107965,6807042796917367736,-2504825704002833401,962287586799267519,-4754223659064624252,6540624159201421051
4105873627900556540,4105873627900556540,5658521282502533116,2229625391864201918,-7423191370472335463,-5488842573681626972,1768976290984301641
4118743389464105405,4118743389464105405,7395435905985567130,-5253644367331262405,3320201327008235211,-1114438937697017987,-4765711818183276269
4139191914110236238,4139191914110236238,6152652267138213180,3779639438468810958,5533752987392101383,6519443272707698315,1929674614667189969
4151147085496712967,4151147085496712967,1379546145237381445,6062146090334604102,8657408509986329668,7804826445069770894,-7566966163569468290
4164212115654350513,4164212115654350513,-7518373517401484139,6852597772196653540,-1596335233529956315,-1634742667970363668,2262656830196923781
4165127518659426948,4165127518659426948,3142843830268077617,6521856301289868251,5336562616168017846,-3552937095886146934,4891010769166501207
4184543400419595673,4184543400419595673,1283472251609674486,-1038011342017850,1990052153136096105,-5628897645967553681,2103268612948910635
4195778828921942020,4195778828921942020,-1415040208471067980,2607211459879791691,-3058031327323357308,-2808969983997441543,-7342604649736473979
4259370161044254504,4259370161044254504,6850500272809381909,1734266821019430183,-8159730897893673528,-3900870368325485697,-6980020268309524947
4277778562135834208,4277778562135834208,7429409096643373334,-348408475077850711,-5148591903395022444,7270966256391553686,3818189513627822856
4296604388230897073,4296604388230897073,4716135688735489427,1649085803937938638,3998743085432844199,4629488036162962359,2156244701966673186
4300652811307550975,4300652811307550975,1796618361228441836,-1995591062742965408,5008913705695203000,7534917347133949300,-4228415104574264137
4313871021753084020,4313871021753084020,8402348887626635381,5045927063019110283,3142843830268077617,3598164602856140626,4165127518659426948
4369833742675497700,4369833742675497700,374352050712569304,-7162567255723313045,2857117417189640073,5238119115012015307,39554158227241538
4375556914674736641,4375556914674736641,4164212115654350513,6852597772196653540,6783622248311192269,-7518373517401484139,-5848755753905481990
4383035933260676803,4383035933260676803,3579921471626387620,8690601908689146128,882422233694040097,319340024738595907,-2667874153709252756
4419562057180692966,4419562057180692966,-5912792039759735631,-3850803681204406658,7181581805250416928,-7463305179076477879,-3750879736572068916
4428409432282393251,4428409432282393251,-8717945432162716060,911037455259135591,6947862790919978120,-4996336942690402156,569574447134368517
4485571547865864859,4485571547865864859,3075564241645350154,-3723217532224917485,-9033211547111606164,8559816910657872807,-861913102049789637
4508362112182399467,4508362112182399467,5217724704513784613,-6654470039478316910,-7518373517401484139,6664082205633624486,-2504825704002833401
4555339116751579515,4555339116751579515,-6999287066519531005,-5283011611531067471,-1630229587164086350,-555187669877280641,5087084654882097891
4577451034168098359,4577451034168098359,6062146090334604102,3818189513627822856,5816734694927565572,-6400214860728938634,7943088471380012839
4579557799493615039,4579557799493615039,511891900317865118,-4974757204495953627,-8800029253812071912,-799315203186826480,5008913705695203000
4629488036162962359,4629488036162962359,2156244701966673186,3998743085432844199,-7217198366041991957,7851022564818849560,4716135688735489427
4716135688735489427,4716135688735489427,-7217198366041991957,3998743085432844199,4296604388230897073,4629488036162962359,-5628897645967553681
4744297321841608877,4744297321841608877,-555187669877280641,-6999287066519531005,4555339116751579515,-1199490911632553070,7529823674661315431
4761910285123871012,4761910285123871012,-6467708104873171151,2857117417189640073,-655909700262679295,8890720798209849691,-6009377241272750648
4774970687540378081,4774970687540378081,5964888566269323942,4785499183287168509,8215778202715904841,-4216050818952952471,6519443272707698315
4785499183287168509,4785499183287168509,4774970687540378081,5964888566269323942,-5414889822782394955,7181581805250416928,1797761064772338938
4788854083489560153,4788854083489560153,-1291869519847635026,6807042796917367736,-4754223659064624252,7424795099560672335,-1111518890369033396
4814419120794996930,4814419120794996930,430255078684584595,-4024778022934140027,-1556169727291354289,-8190931845319543363,-377975173223377441
4815632823882298534,4815632823882298534,4069333494579100211,1356221992133852808,-4754223659064624252,607684800821303652,4375556914674736641
4876769046116846438,4876769046116846438,-3959242148361340089,-3191013159715472435,-4625438649010928449,-4132331404553626868,7851022564818849560
4891010769166501207,4891010769166501207,-8606063418076691067,7202701636941380671,4165127518659426948,6521856301289868251,5336562616168017846
4893900714822288649,4893900714822288649,8938071859536254465,-5843518165523212471,-5784228041033890044,6044362651232258738,7606744605433799135
4911701623098526999,4911701623098526999,3149164017776669829,3269302169678465882,-3954182109690207118,-4216050818952952471,-6009377241272750648
5008913705695203000,5008913705695203000,7534917347133949300,5424502143558028097,-1995591062742965408,-4228415104574264137,8657408509986329668
5018472516978866574,5018472516978866574,5092635400707338872,-8369610219380465981,-2554512494756911972,1415230502586719648,3269302169678465882
5037221949349729844,5037221949349729844,764116021156146784,5302085907556673015,1854874463930846880,-4278025512576376201,-7527881206365368
5045927063019110283,5045927063019110283,2156244701966673186,1878784080584939832,-3170783292462058942,8402348887626635381,882422233694040097
5087084654882097891,5087084654882097891,-6707474286910397949,7277161137091492767,-6999287066519531005,-8627051188605351707,2280365999288629014
5088013394045185972,5088013394045185972,7620697593009487898,-4027027091658759481,8589361101754366293,-7399665664688732365,-1453783314552286835
5092635400707338872,5092635400707338872,5018472516978866574,1415230502586719648,3269302169678465882,-1403735753867098241,-8369610219380465981
5206308811707978799,5206308811707978799,-3750879736572068916,6519443272707698315,2822049545552366036,5533752987392101383,3779639438468810958
5211673327552264703,5211673327552264703,8482750322470893687,6519443272707698315,-1415040208471067980,-8369610219380465981,1929674614667189969
5217724704513784613,5217724704513784613,-7387185690512762935,-6654470039478316910,-7518373517401484139,4508362112182399467,4300652811307550975
5227822864949117283,5227822864949117283,564282370384747453,5533752987392101383,-6058152698516590252,-4037032837327175755,3779639438468810958
5238119115012015307,5238119115012015307,4139191914110236238,6152652267138213180,-1654063646246197191,7255021292858609470,2952636544547704346
5258604889412591249,5258604889412591249,-9033211547111606164,-4944551138301474550,2468005329717107277,2589533162305407436,1549650080907932816
5263606973029607223,5263606973029607223,7226503561499839165,-6643406494673362190,4165127518659426948,-3058031327323357308,5854206600849997966
5270696484536580646,5270696484536580646,-2899726011463496555,7516228655554309785,2072448887839540892,-6542996094878850014,5088013394045185972
5293701842202310496,5293701842202310496,2259988589066296676,6519443272707698315,6941466664989793964,6015995473246774717,5533752987392101383
5302085907556673015,5302085907556673015,1881534532776527237,3998743085432844199,734632752661830332,-5161313513317812402,-8377626164558006982
5313335392004163852,5313335392004163852,8195862936106508846,-4996336942690402156,358192030955601318,-6728844082024523434,7506614456429888492
5328558001212551235,5328558001212551235,-6707474286910397949,-5198756378866433953,-6999287066519531005,1734266821019430183,-6980020268309524947
5336562616168017846,5336562616168017846,90383487344892230,4165127518659426948,3142843830268077617,2543311963908571128,-3552937095886146934
5338677278233757627,5338677278233757627,-8208801367848627943,5227822864949117283,-6058152698516590252,-5198756378866433953,6152652267138213180
5424502143558028097,5424502143558028097,5008913705695203000,-1995591062742965408,7534917347133949300,-8511291357261863413,-4228415104574264137
5429045128339158843,5429045128339158843,4891010769166501207,-2828628091730682303,-8606063418076691067,3142843830268077617,4165127518659426948
5445999759138709405,5445999759138709405,2727743992157210358,7818691400791322406,-667193404227875686,-3275688295651945765,-548976469460064550
5484061377044071389,5484061377044071389,3906974906788964502,-5446204508747882127,-9028990334396397584,-2479936301516183562,5854206600849997966
5530820581773167955,5530820581773167955,-7527881206365368,2709926970543371965,-7660505434580831027,5037221949349729844,5302085907556673015
5533752987392101383,5533752987392101383,3779639438468810958,6519443272707698315,4139191914110236238,-3161714324304758767,2822049545552366036
5658521282502533116,5658521282502533116,4105873627900556540,8749720044741011597,1768976290984301641,-7423191370472335463,-8043889175123948305
5688279681867464747,5688279681867464747,-6347212504547574224,2625883933130361261,7804826445069770894,-1901742495252324928,7395435905985567130
5719793245136119929,5719793245136119929,-8370744479086515302,-7613994611628693820,-2720012228333470715,-6697357763177451167,-9019582414165805420
5787934590133549357,5787934590133549357,5875183869203898283,6535950170823528902,7544768317373280661,-655909700262679295,2687654465640040976
5795281877636738272,5795281877636738272,-7986975759046428357,6535950170823528902,-6340141548068597572,-9033211547111606164,-5363263367015469934
5816734694927565572,5816734694927565572,4577451034168098359,5795281877636738272,-5625593730080264433,6062146090334604102,-3581194288660477595
5847042211895226591,5847042211895226591,-9192549002213406534,-790959521412948853,-793729620925729327,667643281369196267,5217724704513784613
5849490334294127641,5849490334294127641,3739926497176994524,464601875539492971,6620060201676471218,3495098006178009360,-7518373517401484139
5854206600849997966,5854206600849997966,-5446204508747882127,5263606973029607223,-3605608255586388018,-3058031327323357308,9215261273565326920
5875183869203898283,5875183869203898283,5787934590133549357,8522523292310933696,6384824828701919724,-5924996404988010,5533752987392101383
5928346445655989915,5928346445655989915,-3351652027149912881,-6603970730135147059,-5784228041033890044,2589533162305407436,9220445660318725468
5940374562401786524,5940374562401786524,-1981734999963962468,-5403733687257676872,-3482581255202910790,-7891293130731329672,-5658245291907121574
5962268176939710955,5962268176939710955,-6858665134018491791,-4765711818183276269,3320201327008235211,-8085935119790093311,-348408475077850711
5964888566269323942,5964888566269323942,4774970687540378081,4785499183287168509,1797761064772338938,8215778202715904841,7181581805250416928
6015995473246774717,6015995473246774717,2259988589066296676,5293701842202310496,6941466664989793964,5533752987392101383,-5410531116380081703
6031953227014493100,6031953227014493100,-7217198366041991957,-5628897645967553681,2156244701966673186,3472032465864014134,1990052153136096105
6044362651232258738,6044362651232258738,8586403905004879205,-5952729859839521828,1738052593226421681,7993526700719577624,-6255158415883847921
6062146090334604102,6062146090334604102,4577451034168098359,4151147085496712967,1379546145237381445,7429409096643373334,3818189513627822856
6104598399077154797,6104598399077154797,-360529647164834348,2124033843135988844,-2440247087447106971,-3666646454167334466,-1590585250246572231
6152652267138213180,6152652267138213180,4139191914110236238,-3161714324304758767,1929674614667189969,-8800029253812071912,3779639438468810958
6201946560186605500,6201946560186605500,-5414889822782394955,-3102446808559723934,1436883058900979473,1797761064772338938,4785499183287168509
6340108943344143104,6340108943344143104,621816023396605502,7395435905985567130,-6467708104873171151,-4944551138301474550,-5253644367331262405
6384824828701919724,6384824828701919724,5875183869203898283,428486625959995206,-1999468346928419252,-8314629309720421219,1580124381109623727
6426224004219108539,6426224004219108539,4061646345741687197,2156244701966673186,2103268612948910635,-1022885988494278200,7851022564818849560
6437568358552101410,6437568358552101410,-3700095596785790870,-1617279065634731389,-3750879736572068916,3269302169678465882,-8800029253812071912
6463551093741815202,6463551093741815202,-6584408680441477889,7851022564818849560,400125073514833994,1283472251609674486,-1038011342017850
6519443272707698315,6519443272707698315,1929674614667189969,5533752987392101383,2822049545552366036,3779639438468810958,4139191914110236238
6521856301289868251,6521856301289868251,4165127518659426948,3205047378909988692,3142843830268077617,4891010769166501207,-3552937095886146934
6535950170823528902,6535950170823528902,-9033211547111606164,5795281877636738272,-4205346868684833897,817145340976958200,-6245566021053602636
6540624159201421051,6540624159201421051,-8243488279185272615,-3875881534863988868,-1663441888197894674,-1622037268576555626,-8813724423497152538
6569463984699537820,6569463984699537820,7181581805250416928,-3850803681204406658,-655909700262679295,-3875881534863988868,1797761064772338938
6583734846225935852,6583734846225935852,357449794379078687,7612428320594238723,-3338916066794638254,127799031949294618,7544768317373280661
6615662748793536194,6615662748793536194,-1525688508571111688,-8949113594875411859,-4233177915193302509,-8187220755213888616,7506614456429888492
6620060201676471218,6620060201676471218,1796618361228441836,4300652811307550975,-6592496241044177853,3739926497176994524,5849490334294127641
6642437212220341339,6642437212220341339,3180828616327439381,-4336877432539963613,-8948234514303933700,-5088157426675091741,-5784991738549272379
6643427232964983922,6643427232964983922,-5848514031542611523,3472032465864014134,-2314360211211303885,3170775058142440102,-7660505434580831027
6644171916702621557,6644171916702621557,957332268361319692,4508362112182399467,-7518373517401484139,-6654470039478316910,5217724704513784613
6664082205633624486,6664082205633624486,-2504825704002833401,-5283009029345397378,5092635400707338872,4508362112182399467,5018472516978866574
6678691743269420670,6678691743269420670,3294074907209583622,-6727357771678896471,-3662111110237135231,-4037032837327175755,660451400045043370
6750029764020453263,6750029764020453263,-1111518890369033396,-4754223659064624252,4045164454094417310,8712996026808754180,911037455259135591
6783622248311192269,6783622248311192269,1580124381109623727,-1999468346928419252,-2683134512107439488,-8771338872124599367,7395435905985567130
6807042796917367736,6807042796917367736,4102576381061107965,-4754223659064624252,-1111518890369033396,4788854083489560153,2708089973817733462
6817244649248188271,6817244649248188271,428486625959995206,8779890754987103603,-9189659052158407108,-1483274517395674620,4277778562135834208
6829640091575814990,6829640091575814990,-7812176982819372240,2124033843135988844,-8142426490949346803,310515487419366995,-7838000919054582150
6850500272809381909,6850500272809381909,1734266821019430183,4259370161044254504,-8159730897893673528,-6980020268309524947,-3662111110237135231
6852597772196653540,6852597772196653540,-4765711818183276269,-4338308747999225618,4164212115654350513,-1634742667970363668,2262656830196923781
6881796783400625893,6881796783400625893,-2328163218997425612,8115033558441775155,-240359174314633445,3142843830268077617,-7613994611628693820
6910763794618680440,6910763794618680440,-8085935119790093311,1379546145237381445,-7047448754687279385,4375556914674736641,2362495898257544462
6940370558848102253,6940370558848102253,-4974757204495953627,-3027055440570405664,-2855910583928922225,-1313614305945895108,-330801551666885085
6941466664989793964,6941466664989793964,-1622037268576555626,-1663441888197894674,5293701842202310496,374352050712569304,-3875881534863988868
6947862790919978120,6947862790919978120,2930191803881821526,2262656830196923781,5847042211895226591,-9192549002213406534,569574447134368517
6989198691754522425,6989198691754522425,-6542996094878850014,764116021156146784,-4089455027188314262,9079880752026843473,-8757701761088346244
6997620589258672675,6997620589258672675,-3850803681204406658,7818691400791322406,1797761064772338938,-2720012228333470715,-7613994611628693820
7013665235990336340,7013665235990336340,6997620589258672675,-2720012228333470715,8386493184609384928,4184543400419595673,-6289909056857931861
7065704533945771463,7065704533945771463,2372438485070148864,-548976469460064550,372531153711028286,-1199490911632553070,-1573329182923097618
7087600436874507849,7087600436874507849,428486625959995206,-655909700262679295,-1999468346928419252,1580124381109623727,-3875881534863988868
7088167897470452815,7088167897470452815,-4509487968959834430,-7264217791213422584,-5952729859839521828,880612740433495828,-8992803137960175254
7155061818771055780,7155061818771055780,-7126520323752764957,-377975173223377441,7395435905985567130,-1556169727291354289,-8771338872124599367
7181581805250416928,7181581805250416928,4785499183287168509,1797761064772338938,5964888566269323942,-3850803681204406658,-2720012228333470715
7187598944032799890,7187598944032799890,1649752043999819668,2633209697262372913,-8950763842769120954,-5039153034159656707,-3040610224044779845
7202701636941380671,7202701636941380671,-8606063418076691067,90383487344892230,2543311963908571128,4891010769166501207,2262656830196923781
7226503561499839165,7226503561499839165,2025471325746532174,5263606973029607223,-5283009029345397378,90383487344892230,2262656830196923781
7229629480273331039,7229629480273331039,1881534532776527237,8890720798209849691,2822049545552366036,-7463305179076477879,6519443272707698315
7255021292858609470,7255021292858609470,-1654063646246197191,-7463305179076477879,5238119115012015307,-3662111110237135231,4139191914110236238
7270966256391553686,7270966256391553686,4277778562135834208,3205047378909988692,2858969450431709251,-1730766821655383888,7429409096643373334
7277161137091492767,7277161137091492767,-6980020268309524947,-6707474286910397949,7395435905985567130,-7399665664688732365,1649085803937938638
7395435905985567130,7395435905985567130,6340108943344143104,-5253644367331262405,2625883933130361261,4118743389464105405,-1114438937697017987
7400903238402587728,7400903238402587728,-4205346868684833897,-7399665664688732365,-3161714324304758767,-7331393944609614247,7804826445069770894
7414483722019578252,7414483722019578252,1283472251609674486,6463551093741815202,4184543400419595673,1990052153136096105,-5628897645967553681
7424795099560672335,7424795099560672335,-1291869519847635026,-4754223659064624252,-1111518890369033396,2708089973817733462,-8467102776052559275
7429409096643373334,7429409096643373334,4277778562135834208,6062146090334604102,-1492574794514500033,-7423191370472335463,7270966256391553686
7434270606888620096,7434270606888620096,4300652811307550975,-1572252285162838958,5008913705695203000,-6654470039478316910,7534917347133949300
7458850059926549081,7458850059926549081,-1590585250246572231,-4070599188332885701,6664082205633624486,9026402401132606773,4508362112182399467
7459643459148487877,7459643459148487877,8386493184609384928,-3666646454167334466,5795281877636738272,-6590064508646491981,4069333494579100211
7459726589306441015,7459726589306441015,2625883933130361261,-3750879736572068916,-7331393944609614247,-3161714324304758767,-8800029253812071912
7506614456429888492,7506614456429888492,5964888566269323942,4774970687540378081,5328558001212551235,-8949113594875411859,-5997769775112032630
7507067965574797372,7507067965574797372,-6400214860728938634,1468327003955810686,911037455259135591,-8511291357261863413,-8381230866408697127
7516228655554309785,7516228655554309785,-2899726011463496555,2072448887839540892,5270696484536580646,-6778286518036232293,-8518096793350810174
7520301770873472812,7520301770873472812,2048657552251060795,-5636731245639685654,-4216050818952952471,3608243634452078989,-5044204125574973395
7521700660190108859,7521700660190108859,-969155230116728853,-2752345899464432864,-1633984990770981161,-4338308747999225618,7187598944032799890
7526364197140419661,7526364197140419661,5092635400707338872,5018472516978866574,3269302169678465882,-5515204090203464377,7993526700719577624
7529823674661315431,7529823674661315431,-2034054811536485879,-3348652277274905234,911037455259135591,8589361101754366293,8912004903894879756
7534917347133949300,7534917347133949300,5008913705695203000,-1995591062742965408,5424502143558028097,8657408509986329668,-8467102776052559275
7544768317373280661,7544768317373280661,7612428320594238723,-3338916066794638254,-861913102049789637,817145340976958200,-7342604649736473979
7606744605433799135,7606744605433799135,6519443272707698315,4139191914110236238,-6484638837208285334,5533752987392101383,3779639438468810958
7612428320594238723,7612428320594238723,-3338916066794638254,7544768317373280661,3268064929368559554,2103268612948910635,6583734846225935852
7620697593009487898,7620697593009487898,5088013394045185972,-1453783314552286835,-7399665664688732365,-4027027091658759481,7395435905985567130
7664140604181040222,7664140604181040222,-2747266787901704910,2625883933130361261,-3302834510061927448,-3750879736572068916,3608243634452078989
7734121175534200554,7734121175534200554,-447851796385928420,-4700714777342103147,-8370744479086515302,3180828616327439381,-8949113594875411859
